movie_id,title,rating,popularity,genres,overview,release_date,genre_str
762509,Mufasa: The Lion King,7.424,774.207,"['Adventure', 'Family', 'Animation']","Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",2024-12-18,Adventure Family Animation
1114894,Star Trek: Section 31,4.6,716.514,"['Science Fiction', 'Adventure', 'Action', 'Drama', 'TV Movie']",Emperor Philippa Georgiou joins a secret division of Starfleet tasked with protecting the United Federation of Planets and faces the sins of her past.,2025-01-15,Science Fiction Adventure Action Drama TV Movie
426889,Le clitoris,6.808,618.151,"['Animation', 'Documentary']","Women are lucky, they get to have the only organ in the human body dedicated exclusively for pleasure: the clitoris! In this humorous and instructive animated documentary, find out its unrecognized anatomy and its unknown herstory.",2016-06-18,Animation Documentary
970450,Werewolves,6.2,651.035,"['Action', 'Horror', 'Thriller']","A year after a supermoon’s light activated a dormant gene, transforming humans into bloodthirsty werewolves and causing nearly a billion deaths, the nightmare resurfaces as the supermoon rises again. Two scientists attempt to stop the mutation but fail and must now struggle to reach one of their family homes.",2024-12-04,Action Horror Thriller
933260,The Substance,7.1,622.528,"['Horror', 'Science Fiction']","A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",2024-09-07,Horror Science Fiction
1255788,The Gardener,6.4,606.794,"['Action', 'Comedy']","Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families.",2025-01-30,Action Comedy
1035048,Elevation,6.3,550.189,"['Action', 'Science Fiction', 'Thriller']",A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,2024-11-07,Action Science Fiction Thriller
839033,The Lord of the Rings: The War of the Rohirrim,6.7,514.811,"['Animation', 'Fantasy', 'Adventure', 'Family', 'Action']","A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",2024-12-05,Animation Fantasy Adventure Family Action
845781,Red One,7.1,522.396,"['Action', 'Fantasy', 'Comedy', 'Adventure']","After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",2024-10-31,Action Fantasy Comedy Adventure
996821,You're Cordially Invited,5.9,430.67,['Comedy'],"When two weddings are accidentally booked on the same day at the same venue, each bridal party is challenged with preserving their family's special moment while making the most of the unanticipated tight quarters. In a hilarious battle of determination and grit, the father of the bride and sister of the other bride chaotically go head-to-head as they stop at nothing to uphold an unforgettable celebration for their loved ones.",2025-01-29,Comedy
402431,Wicked,6.9,438.915,"['Drama', 'Romance', 'Fantasy']","In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",2024-11-20,Drama Romance Fantasy
1064213,Anora,7.064,434.252,"['Drama', 'Comedy', 'Romance']","A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",2024-10-14,Drama Comedy Romance
1241320,Kingdom IV: Return of the Great General,7.3,456.655,"['Action', 'Adventure']","Depicts a continuation of the ""Battle of Mayang"", an all-out war against the neighboring country Zhao that Shin and Wang Ki fought in in the previous work ""Flame of Fate"".",2024-07-12,Action Adventure
1357633,Solo Leveling -ReAwakening-,7.1,450.74,"['Action', 'Adventure', 'Fantasy', 'Animation']","Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",2024-11-26,Action Adventure Fantasy Animation
1184918,The Wild Robot,8.4,460.291,"['Animation', 'Action', 'Science Fiction', 'Family']","After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",2024-09-12,Animation Action Science Fiction Family
1156593,Your Fault,7.1,433.915,"['Romance', 'Drama']",The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,2024-12-26,Romance Drama
1081012,Aftermath,6.406,436.602,"['Action', 'Thriller']","A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage.",2024-09-27,Action Thriller
1160956,Panda Plan,5.72,613.4,"['Action', 'Comedy']","International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.",2024-10-01,Action Comedy
1222248,Number 24,7.033,397.297,"['War', 'History', 'Drama']","On the brink of the Second World War, a young Norwegian man's drive to resist the Nazis sets a new course for his future – and the future of his country.",2024-10-30,War History Drama
1010581,My Fault,7.849,425.154,"['Romance', 'Drama']","Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",2023-06-08,Romance Drama
533535,Deadpool & Wolverine,7.6,412.805,"['Action', 'Comedy', 'Science Fiction']","A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",2024-07-24,Action Comedy Science Fiction
1084199,Companion,7.162,411.394,"['Science Fiction', 'Horror', 'Comedy']","During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",2025-01-22,Science Fiction Horror Comedy
1222064,River of Blood,6.3,360.355,"['Horror', 'Thriller']",Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals.,2024-08-29,Horror Thriller
823219,Flow,8.359,379.239,"['Animation', 'Fantasy', 'Adventure']","A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",2024-08-29,Animation Fantasy Adventure
1300607,Lucca's World,7.2,556.416,['Drama'],"Determined to help her son, who has cerebral palsy, Bárbara takes her family to India for an experimental treatment.",2025-01-30,Drama
710295,Wolf Man,6.2,554.59,"['Horror', 'Thriller']","With his marriage fraying, Blake persuades his wife Charlotte to take a break from the city and visit his remote childhood home in rural Oregon. As they arrive at the farmhouse in the dead of night, they're attacked by an unseen animal and barricade themselves inside the home as the creature prowls the perimeter. But as the night stretches on, Blake begins to behave strangely, transforming into something unrecognizable.",2025-01-15,Horror Thriller
7451,xXx,5.94,385.917,"['Action', 'Adventure', 'Thriller', 'Crime']","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",2002-08-09,Action Adventure Thriller Crime
1022789,Inside Out 2,7.567,368.766,"['Animation', 'Adventure', 'Comedy', 'Family']","Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",2024-06-11,Animation Adventure Comedy Family
1064486,Memoir of a Snail,7.6,368.402,"['Animation', 'Drama', 'Comedy']","Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",2024-10-17,Animation Drama Comedy
519182,Despicable Me 4,7.064,373.637,"['Animation', 'Family', 'Comedy', 'Science Fiction']","Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",2024-06-20,Animation Family Comedy Science Fiction
974453,Absolution,5.8,352.55,"['Action', 'Crime', 'Thriller']","An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly.",2024-10-31,Action Crime Thriller
957119,Sidelined: The QB and Me,4.7,295.218,"['Comedy', 'Romance']","Dallas, a burdened but headstrong dancer, is determined to get into the best dance school in the country—her late mother’s alma mater. However, that dream is suddenly derailed when the cheeky yet secretly grieving football star, Drayton, crashes into her life with a unique story of his own. Will the two of them be able to grow into their dreams together, or will their dreams be sidelined?",2025-02-06,Comedy Romance
604685,Den of Thieves 2: Pantera,6.728,365.56,"['Action', 'Crime', 'Thriller']","Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous and unpredictable world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",2025-01-08,Action Crime Thriller
1043905,Dirty Angels,6.32,341.373,"['Action', 'Drama', 'Thriller', 'War']","During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",2024-12-11,Action Drama Thriller War
976576,Emmanuelle,5.1,300.834,"['Romance', 'Drama']",A young woman embarks on a series of sexual adventures with a series of men and women against the backdrop of expatriate life in Hong Kong.,2024-09-25,Romance Drama
1252309,Ask Me What You Want,6.41,346.74,"['Romance', 'Drama']","After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",2024-11-29,Romance Drama
1075789,The Ballad of Davy Crockett,4.7,324.103,['Action'],"In 1815, an American Legend, whose wife has fallen deathly ill, leaving his young children to survive on their own, must fight his way back to them across the many perils found in the Savage Lands of the wild frontier.",2024-03-08,Action
945961,Alien: Romulus,7.225,346.518,"['Horror', 'Science Fiction']","While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",2024-08-13,Horror Science Fiction
1138194,Heretic,7.174,314.773,"['Horror', 'Thriller']","Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",2024-10-31,Horror Thriller
1147416,"Miraculous World, London: At the Edge of Time",7.6,289.605,"['Animation', 'Adventure', 'Action', 'Fantasy']","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",2024-11-14,Animation Adventure Action Fantasy
1118031,Apocalypse Z: The Beginning of the End,6.8,311.972,"['Drama', 'Action', 'Horror']","When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",2024-10-04,Drama Action Horror
1005331,Carry-On,6.922,327.924,"['Thriller', 'Action']",An airport security officer races to outsmart a mysterious traveler forcing him to let a dangerous item slip onto a Christmas Eve flight.,2024-12-05,Thriller Action
1235623,Eye for an Eye 2,7.341,288.269,"['Action', 'Drama']","The blind swordsman, skilled in martial arts, named Cheng Xiazi (Xie Miao), accidentally saves Zhang Xiaoyu (Yang Enyou), who has suffered from the destruction of his family. Under the persuasion of the orphan Xiaoyu, Cheng reluctantly keeps him by his side and teaches him skills. Xiaoyu also waits for the opportunity to seek revenge.",2024-07-21,Action Drama
936621,Sex Game 6969,5.74,297.77,"['Comedy', 'Drama', 'Romance']","Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them.",2022-01-27,Comedy Drama Romance
324568,Delinquent in Drag,4.0,271.862,"['Animation', 'Comedy', 'Action']","Does being the only guy in an all girl school sound like paradise? It might be, if the girls knew you were a guy, but to stay in school teenage pervert Banji can't let can't let anyone find out his chromosomes don't match. Banji's status conscious parents want him to go to a good school, but not enough to spend the money on a good co-ed school. Now, in addition to studying math and science, Banji has to learn how to put on a bra and makeup. His life has become a living hell. Not only is he at the bottom of the social pecking order, he must also got to conceal his inner-masculinity from the pretty classmate girl who's stolen his heart while avoiding the female bullies who threaten to expose his less-than-feminine charms in the locker room.",1992-08-21,Animation Comedy Action
1100782,Smile 2,6.571,292.378,"['Horror', 'Mystery']","About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",2024-10-16,Horror Mystery
157336,Interstellar,8.45,268.458,"['Adventure', 'Drama', 'Science Fiction']",The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,Adventure Drama Science Fiction
1276945,Ferry 2,5.8,235.791,"['Action', 'Drama', 'Crime', 'Thriller']","After losing his drug empire, Ferry Bouman has found a measure of peace away from Brabant's criminal underworld — until his past catches up to him.",2024-12-19,Action Drama Crime Thriller
822119,Captain America: Brave New World,0.0,260.786,"['Science Fiction', 'Action', 'Thriller', 'Adventure']","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",2025-02-12,Science Fiction Action Thriller Adventure
1034541,Terrifier 3,6.9,266.261,"['Horror', 'Thriller']","Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",2024-10-09,Horror Thriller
259872,Skin. Like. Sun.,6.115,256.728,['Romance'],"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",2010-02-19,Romance
1051896,Arcadian,6.126,270.585,"['Action', 'Horror', 'Thriller', 'Science Fiction']","In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",2024-04-12,Action Horror Thriller Science Fiction
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.1,267.205,"['Adventure', 'Family', 'Fantasy']","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",2005-12-07,Adventure Family Fantasy
1126166,Flight Risk,6.051,232.116,"['Thriller', 'Action', 'Crime']","A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",2025-01-22,Thriller Action Crime
1155281,Creation of the Gods II: Demon Force,5.6,228.272,"['Action', 'Fantasy', 'War']","Taishi Wen Zhong led the army of Shang Dynasty including Deng Chanyu and four generals of the Mo Family to Xiqi. With the help of Kunlun immortals such as Jiang Ziya, Ji Fa led the army and civilians of Xiqi to defend their homeland.",2025-01-29,Action Fantasy War
1029235,Azrael,6.068,254.674,"['Action', 'Horror', 'Thriller']","In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",2024-09-27,Action Horror Thriller
698687,Transformers One,8.1,251.973,"['Animation', 'Science Fiction', 'Adventure', 'Family']","The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",2024-09-11,Animation Science Fiction Adventure Family
1412113,Squid Game: Making Season 2,8.595,256.327,['Documentary'],"Get exclusive interviews with actors and directors about how season 2 of the world's most watched series was brought to life, from set design to character development.",2025-01-02,Documentary
974950,Emilia Pérez,7.177,246.804,"['Drama', 'Thriller']","Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",2024-08-21,Drama Thriller
675353,Sonic the Hedgehog 2,7.5,234.55,"['Action', 'Adventure', 'Family', 'Comedy']","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",2022-03-30,Action Adventure Family Comedy
573435,Bad Boys: Ride or Die,7.397,253.28,"['Action', 'Comedy', 'Crime', 'Thriller', 'Adventure']","After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",2024-06-05,Action Comedy Crime Thriller Adventure
974576,Conclave,7.1,218.396,"['Drama', 'Mystery', 'Thriller']","After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.",2024-10-25,Drama Mystery Thriller
1397347,Saturday Night's Main Event XXXVII,7.0,243.029,['Action'],"Undisputed WWE Champion Cody Rhodes will go head-to-head with Kevin Owens as Saturday Night's Main Event returns to NBC. Plus World Tag Team Champion Finn Bálor will face ""The Ring General"" Gunther for the World Heavyweight Title. The Women's World Championship will be on the line when Liv Morgan defends her title against IYO SKY.",2024-12-14,Action
1278099,El Candidato Honesto,6.942,225.781,['Comedy'],"A former idealistic leader turned corrupt politician is cursed by his grandmother on the eve of the presidential election, forcing him to be honest. Can he win without lies and what will be the conditions?",2024-08-08,Comedy
1084736,The Count of Monte Cristo,8.057,240.281,"['Action', 'Adventure', 'Drama']","Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",2024-06-28,Action Adventure Drama
823464,Godzilla x Kong: The New Empire,7.119,212.887,"['Action', 'Adventure', 'Science Fiction']","Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",2024-03-27,Action Adventure Science Fiction
50270,Paprika,7.082,205.85,['Drama'],"Mimma starts working in Madame Colette’s brothel to help her boyfriend financially. There she is rechristened “Paprika,” and falls in love with her first client, naval officer Franco. Despite this attraction, she begins her climb through the sex trade, residing in Italy’s most illustrious brothels.",1991-02-13,Drama
929204,Wallace & Gromit: Vengeance Most Fowl,7.631,202.653,"['Animation', 'Comedy', 'Family', 'Adventure']","Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",2024-12-18,Animation Comedy Family Adventure
72808,The Flesh,5.6,136.777,"['Drama', 'Romance']","A beautiful film which is basically about a man, a piano player, who meets and falls in love with a beautiful and voluptuous woman, who, by some strange procedure, leaves the man unable to move but with a permanent priapism! After some time he becomes sick of it and she relieves his paralysis. Eventually she gets bored and decides to leave, but he can't take it because he loves her…",1991-05-09,Drama Romance
385687,Fast X,7.1,227.17,"['Action', 'Crime', 'Thriller']","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",2023-05-17,Action Crime Thriller
592695,Pleasure,6.202,246.014,['Drama'],"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",2021-10-08,Drama
829557,365 Days: This Day,5.904,225.159,"['Romance', 'Drama']","Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",2022-04-26,Romance Drama
774370,Dog Man,7.4,195.049,"['Family', 'Animation', 'Comedy', 'Action']","When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",2025-01-24,Family Animation Comedy Action
1182387,Armor,5.423,199.83,"['Action', 'Crime', 'Thriller', 'Drama']","Armored truck security guard James Brody is working with his son Casey transporting millions of dollars between banks when a team of thieves led by Rook orchestrate a takeover of their truck to seize the riches. Following a violent car chase, Rook soon has the armored truck surrounded and James and Casey find themselves cornered onto a decrepit bridge.",2024-10-30,Action Crime Thriller Drama
1241752,Rita,6.727,210.197,['Drama'],"Rita, who finds herself alone when husband Ariel works abroad. They both find solace and sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",2024-03-22,Drama
653346,Kingdom of the Planet of the Apes,7.098,204.242,"['Science Fiction', 'Adventure', 'Action']","Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",2024-05-08,Science Fiction Adventure Action
299536,Avengers: Infinity War,8.239,187.628,"['Adventure', 'Action', 'Science Fiction']","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,Adventure Action Science Fiction
634649,Spider-Man: No Way Home,7.95,189.26,"['Action', 'Adventure', 'Science Fiction']","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",2021-12-15,Action Adventure Science Fiction
1011985,Kung Fu Panda 4,7.083,201.06,"['Animation', 'Family', 'Fantasy', 'Action']","Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",2024-03-02,Animation Family Fantasy Action
1164355,Lembayung,7.8,242.138,"['Horror', 'Thriller']","Arum and Pica, who wanted to complete their internship at Lembayung hospital, had to face mysterious terror from a woman satan who was suspected of hanged herself in the bathroom. The situation became even more tense after they asked others for help to the point where they threatened their own lives and those closest to them.",2024-09-19,Horror Thriller
1357305,Detective Chinatown 1900,5.6,128.402,"['Comedy', 'Mystery', 'Action']","In 1900s San Francisco, a white woman is murdered in Chinatown and the suspect is a Chinese man. The murder causes a social shock and the public calls for Chinatown to be outlawed. Chinese medicine practitioner Qin Fu and Chinese man Ghost are involved in the case, and they race against time to find the murderer amidst a battle of wits and courage.",2025-01-29,Comedy Mystery Action
